dataset,case_id,knn_k1,knn_k5,knn_k10
amos,amos_0346,0.013860049657523632,0.017658496275544167,0.018489820882678032
amos,amos_0348,0.011392120271921158,0.013685660436749458,0.015173545107245445
amos,amos_0349,0.011338741518557072,0.012373491190373898,0.013163438998162746
amos,amos_0350,0.019858818501234055,0.021916577592492104,0.023707952350378036
amos,amos_0351,0.009090826846659184,0.01000548992305994,0.011195422150194645
amos,amos_0352,0.010992984287440777,0.012499716132879257,0.012936397455632687
amos,amos_0353,0.014648751355707645,0.01751627027988434,0.01812957227230072
amos,amos_0356,0.009952080436050892,0.011594483628869057,0.011908172629773617
amos,amos_0357,0.011696203611791134,0.014929762110114098,0.015975311398506165
amos,amos_0358,0.010175568982958794,0.011718682013452053,0.01240390446037054
amos,amos_0361,0.012219213880598545,0.013075357303023338,0.013758658431470394
amos,amos_0362,0.01301306951791048,0.017586424946784973,0.0188131146132946
amos,amos_0363,0.00974972452968359,0.011287412606179714,0.012341058813035488
amos,amos_0364,0.014352409169077873,0.014783206395804882,0.016098901629447937
amos,amos_0365,0.010212385095655918,0.012594052590429783,0.014193538576364517
amos,amos_0366,0.00864111166447401,0.010881510563194752,0.011539102531969547
amos,amos_0367,0.012114768847823143,0.01855715736746788,0.020255625247955322
amos,amos_0368,0.010138611309230328,0.014620027504861355,0.015756696462631226
amos,amos_0370,0.013313629664480686,0.01760825887322426,0.018943507224321365
amos,amos_0371,0.00928663369268179,0.010523514822125435,0.012222922407090664
amos,amos_0372,0.011398586444556713,0.011813847348093987,0.014221793971955776
amos,amos_0373,0.010088386945426464,0.014676084741950035,0.015809454023838043
amos,amos_0374,0.010051875375211239,0.016280993819236755,0.017860421910881996
amos,amos_0376,0.010254673659801483,0.012231594882905483,0.013314275071024895
amos,amos_0377,0.01022992841899395,0.011197233572602272,0.01185952965170145
amos,amos_0378,0.011820432730019093,0.017219049856066704,0.01865280605852604
amos,amos_0379,0.010709371417760849,0.013230081647634506,0.014528503641486168
amos,amos_0380,0.010960502550005913,0.012727848254144192,0.014837061055004597
amos,amos_0381,0.011188237927854061,0.016736624762415886,0.018215660005807877
amos,amos_0383,0.012069052085280418,0.014828321523964405,0.01678847335278988
amos,amos_0384,0.009951517917215824,0.011556082405149937,0.013117936439812183
amos,amos_0385,0.012423266656696796,0.019130978733301163,0.021077221259474754
amos,amos_0387,0.010141944512724876,0.01229828130453825,0.013717026449739933
amos,amos_0388,0.010615264065563679,0.011424467898905277,0.012268073856830597
amos,amos_0390,0.01091104093939066,0.016833575442433357,0.018407640978693962
amos,amos_0391,0.010606534779071808,0.014387207105755806,0.015871969982981682
amos,amos_0392,0.011552377603948116,0.01340821385383606,0.015299618244171143
amos,amos_0395,0.011584530584514141,0.012772063724696636,0.013536754064261913
amos,amos_0396,0.011364677920937538,0.013155979104340076,0.01542625017464161
amos,amos_0397,0.01009909063577652,0.011671504937112331,0.012328839860856533
amos,amos_0398,0.010375027544796467,0.012250040657818317,0.014605856500566006
amos,amos_0399,0.012442100793123245,0.013694261200726032,0.014502204954624176
amos,amos_0400,0.012222051620483398,0.012969872914254665,0.013716946355998516
amos,amos_0401,0.010994518175721169,0.01169089786708355,0.013468070887029171
amos,amos_0402,0.009901758283376694,0.010824095457792282,0.012922503054141998
amos,amos_0403,0.010750124230980873,0.012278872542083263,0.014671404846012592
amos,amos_0404,0.010301024653017521,0.012005818076431751,0.012599054723978043
amos,amos_0405,0.010293347761034966,0.013160103000700474,0.014710080809891224
amos,amos_0406,0.012254461646080017,0.013477361761033535,0.01600594073534012
amos,amos_0408,0.013367018662393093,0.0161032322794199,0.01824546419084072
amos,amos_0409,0.007963376119732857,0.011314100585877895,0.013532759621739388
amos,amos_0410,0.009375368244946003,0.010781302116811275,0.012451150454580784
